keyword_id,name
led degradation,LED Degradation
current ripple,Current Ripple
voltage control,Voltage control
neutral-point-piloted,neutral-point-piloted
uefi,UEFI
uefi shell,UEFI Shell
uefi app,UEFI App
disk i/o,Disk I/O
entrance examination platform,entrance examination platform
partition table,Partition Table
distributed cache,Distributed Cache
ietm,IETM
intelligence,intelligence
polychromatic set,polychromatic set
multi-scale features,multi-scale features
point cloud processing,point cloud processing
high-resolution,high-resolution
early stage,early stage
dynamic lot-sizing,Dynamic lot-sizing
inventory bounds,inventory bounds
perishable products,perishable products
age-dependent holding costs,age-dependent holding costs
horizontal mergers,horizontal mergers
quality-price competition,quality-price competition
product repositioning,product repositioning
consumer surplus,consumer surplus
inflow of digital talents,inflow of digital talents
digital economy industry agglomeration,digital economy industry agglomeration
manufacturing agglomeration,manufacturing agglomeration
industrial co-agglomeration,industrial co-agglomeration
guangdong-hong kong-macao greater bay area,Guangdong-Hong Kong-Macao Greater Bay Area
global value chain position,global value chain position
technological innovation transformation capabilities,technological innovation transformation capabilities
value added by exports from the greater bay area,value added by exports from the greater bay area
plaintext correlation,Plaintext correlation
algorithm enhancement,Algorithm enhancement
cfar,CFAR
time-domain gating,time-domain gating
free-space measurement system,free-space measurement system
non-deterministic observations,non-deterministic observations
rooftop photovoltaics,rooftop photovoltaics
photovoltaic potential assessment,photovoltaic potential assessment
embodied interaction theory,Embodied Interaction Theory
human-centered interaction,Human-centered interaction
digitalization of the chinses cultural heritage,Digitalization of the Chinses Cultural Heritage
the chinese brush,the Chinese Brush
user research,user research
image resolution,image resolution
blind quantum computation,blind quantum computation
single server,single server
classical clients,classical clients
'cloud plus ca' style,'Cloud plus CA' style
terahertz spectrum,Terahertz spectrum
wavelet coefficient map,Wavelet coefficient map
material classification,Material classification
ajax,Ajax
mobile platform,mobile platform
fine particulate matter,Fine particulate matter
negative ions,Negative ions
purification efficiency,Purification efficiency
utilization rate,Utilization rate
ventilation pipeline,Ventilation pipeline
independent college,Independent college
college english learning,College English learning
language innovation,Language innovation
teaching reform,teaching reform
classroom teaching,Classroom teaching
network resource teaching,Network resource teaching
session initiation protocol,Session Initiation Protocol
flooding attacks,flooding attacks
bp neural network,BP neural network
bp algorithm,BP algorithm
dos attack,DoS attack
ultra-lightweight,ultra-lightweight
authentication protocol,authentication protocol
gny logic,GNY logic
hybird mac,hybird MAC
cross-layer,cross-layer
middle and high rate sensor networks,middle and high rate sensor networks
gabor tranform,gabor tranform
texture segmentation,Texture segmentation
fourier analysis,fourier analysis
multi-directional search pso (mdspso) algorithm,Multi-directional Search PSO (MDSPSO) algorithm
automatic optical inspection (aoi),Automatic Optical Inspection (AOI)
surface mounted technology (smt)),Surface Mounted Technology (SMT))
normalized cut,Normalized Cut
tcm,TCM
image cut,image cut
transdermal enhancers,transdermal enhancers
micro-fluid driving,micro-fluid driving
thermal gradient,thermal gradient
multi-agent system (mas),multi-agent system (MAS)
adaptive protection relay,adaptive protection relay
discrete-time system,discrete-time system
quasi-consensus,quasi-consensus
parametric algebraic riccati equation,parametric algebraic Riccati equation
digital chaotic system,Digital chaotic system
s-box,S-box
zynq,ZYNQ
devaney's chaos,Devaney's chaos
non-local,non-local
deep,deep
learning,learning
acupuncture,acupuncture
ultrasound imaging,ultrasound imaging
optical tracking,optical tracking
depth imaging,depth imaging
multi-modal rigid registration,multi-modal rigid registration
ethical design,Ethical design
emerging design practices,Emerging design practices
ethical turn,Ethical turn
design ethics,Design ethics
alternative,Alternative
key words and phrases. tensor triple decomposition,Key words and phrases. Tensor triple decomposition
nonconvex programming,nonconvex programming
kurdyka-lojasiewicz property,Kurdyka-Lojasiewicz property
hyperspectral image,Hyperspectral image
multispectral image,multispectral image
jacobian and hessian-vector product,Jacobian and Hessian-vector product
subgraph,subgraph
multi-behavior recommendation,Multi-Behavior Recommendation
simultaneous localization and mapping,Simultaneous localization and mapping
global positioning system,Global Positioning System
localization scheme,Localization scheme
multisensor fusion,multisensor fusion
unmanned ground vehicle (ugv),unmanned ground vehicle (UGV)
the elderly,The elderly
physical flexibility,Physical flexibility
kano model,Kano model
behavioral analysis,Behavioral analysis
measurement way,Measurement way
carpooling,carpooling
batch-processing,batch-processing
double auction,double auction
utility,utility
amo,AMO
green self-efficacy,Green self-efficacy
prosocial motivation,prosocial motivation
organizational green support atmosphere,organizational green support atmosphere
green behavior,green behavior
discretization scheme,discretization scheme
heston,Heston
implicit solution,implicit solution
exact simulation,exact simulation
qe scheme,QE scheme
self-organizing migrating algorithm,self-organizing migrating algorithm
premature convergence,premature convergence
population diversity,population diversity
function optimization,function optimization
embedded fpga,Embedded FPGA
ethernet transmission,Ethernet transmission
multi-wing butterfly chaotic attractor,multi-wing butterfly chaotic attractor
digital image encryption and decryption,digital image encryption and decryption
mr-effect,MR-effect
smooth surface,smooth surface
planarization polishing,Planarization polishing
cscw jxta p2p distributed collaboration concurrency access,CSCW JXTA P2P distributed collaboration concurrency access
mechanical-electrochemistry,mechanical-electrochemistry
wire-combined tool,wire-combined tool
decelerating reaching law,decelerating reaching law
ideal control,ideal control
sliding mode sector,sliding mode sector
discrete system,discrete system
multi-robot,multi-robot
map building,map building
grey fusion,grey fusion
uncertainty information,uncertainty information
reaction-diffusion neural networks,Reaction-diffusion neural networks
fixed-time synchronization,Fixed-time synchronization
hybrid impulses,Hybrid impulses
corporate social responsibility disclosure quality,corporate social responsibility disclosure quality
agency costs,agency costs
financing constraints,financing constraints
green transformation,Green transformation
quadruped robots,quadruped robots
social navigation,social navigation
social force model,social force model
dynamic obstacle avoidance,dynamic obstacle avoidance
carbon emission trading,Carbon emission trading
synergistic emission reduction,Synergistic emission reduction
carbon dioxide,Carbon dioxide
pollutants,Pollutants
structure adjustment,Structure adjustment
air pollutants,Air pollutants
technical progress,Technical progress
dead zone,dead zone
event-triggered,event-triggered
distributed control,distributed control
gan power amplifier,GaN power amplifier
real-to-real,Real-to-Real
gain roll-off compensation,Gain roll-off Compensation
diasporic literature,Diasporic literature
chinatown narrative,Chinatown narrative
chinese community,Chinese community
fae myenne ng,Fae Myenne Ng
steer toward rock,Steer Toward Rock
mirna-disease,MiRNA-disease
association prediction,Association prediction
